[GEO] Natural Earth 10m Coastline
N009.11.15.682 W060.49.44.288 N009.08.31.327 W060.50.12.852 COLOR_Coastline
N009.08.31.327 W060.50.12.852 N009.06.59.774 W060.50.42.735 COLOR_Coastline
N009.06.59.774 W060.50.42.735 N009.07.20.282 W060.49.25.684 COLOR_Coastline
N009.07.20.282 W060.49.25.684 N009.08.17.704 W060.48.44.083 COLOR_Coastline
N009.08.17.704 W060.48.44.083 N009.09.25.965 W060.48.18.595 COLOR_Coastline
N009.09.25.965 W060.48.18.595 N009.10.18.553 W060.47.50.763 COLOR_Coastline
N009.10.18.553 W060.47.50.763 N009.11.21.102 W060.46.10.274 COLOR_Coastline
N009.11.21.102 W060.46.10.274 N009.11.14.364 W060.45.10.216 COLOR_Coastline
N009.11.14.364 W060.45.10.216 N009.11.17.440 W060.44.21.290 COLOR_Coastline
N009.11.17.440 W060.44.21.290 N009.11.34.579 W060.43.42.618 COLOR_Coastline
N009.11.34.579 W060.43.42.618 N009.11.55.673 W060.44.01.075 COLOR_Coastline
N009.11.55.673 W060.44.01.075 N009.12.32.147 W060.44.20.411 COLOR_Coastline
N009.12.32.147 W060.44.20.411 N009.12.48.407 W060.44.31.837 COLOR_Coastline
N009.12.48.407 W060.44.31.837 N009.13.49.491 W060.45.28.526 COLOR_Coastline
N009.13.49.491 W060.45.28.526 N009.13.43.485 W060.46.49.825 COLOR_Coastline
N009.13.43.485 W060.46.49.825 N009.13.03.348 W060.48.10.391 COLOR_Coastline
N009.13.03.348 W060.48.10.391 N009.12.21.600 W060.49.04.298 COLOR_Coastline
N009.04.50.474 W080.34.45.614 N009.06.39.208 W080.30.24.382 COLOR_Coastline
N009.06.39.208 W080.30.24.382 N009.08.32.144 W080.24.29.937 COLOR_Coastline
N009.08.32.144 W080.24.29.937 N009.09.04.872 W080.17.33.331 COLOR_Coastline
N009.09.04.872 W080.17.33.331 N009.09.23.036 W080.16.38.839 COLOR_Coastline
N009.09.23.036 W080.16.38.839 N009.10.30.419 W080.14.41.212 COLOR_Coastline
N009.10.30.419 W080.14.41.212 N009.10.45.360 W080.14.05.763 COLOR_Coastline
N009.10.45.360 W080.14.05.763 N009.10.59.423 W080.11.59.786 COLOR_Coastline
N009.10.59.423 W080.11.59.786 N009.11.34.579 W080.09.46.485 COLOR_Coastline
N009.11.34.579 W080.09.46.485 N009.12.22.333 W080.07.46.954 COLOR_Coastline
N009.12.22.333 W080.07.46.954 N009.13.20.340 W080.06.02.950 COLOR_Coastline
N009.13.20.340 W080.06.02.950 N009.15.44.931 W080.03.54.723 COLOR_Coastline
N009.15.44.931 W080.03.54.723 N009.17.47.821 W080.01.34.298 COLOR_Coastline
N009.17.47.821 W080.01.34.298 N009.19.13.856 W080.00.02.964 COLOR_Coastline
N009.19.13.856 W080.00.02.964 N009.19.54.467 W079.59.54.617 COLOR_Coastline
N009.19.54.467 W079.59.54.617 N009.21.48.071 W079.58.44.197 COLOR_Coastline
N009.21.48.071 W079.58.44.197 N009.22.24.362 W079.57.13.432 COLOR_Coastline
N009.22.24.362 W079.57.13.432 N009.22.22.256 W079.56.50.771 COLOR_Coastline
N009.22.22.256 W079.56.50.771 N009.21.48.934 W079.56.37.520 COLOR_Coastline
N009.21.48.934 W079.56.37.520 N009.19.33.143 W079.56.45.284 COLOR_Coastline
N009.19.33.143 W079.56.45.284 N009.18.57.108 W079.56.37.520 COLOR_Coastline
N009.18.57.108 W079.56.37.520 N009.18.32.938 W079.56.17.599 COLOR_Coastline
N009.18.32.938 W079.56.17.599 N009.18.14.921 W079.55.45.958 COLOR_Coastline
N009.18.14.921 W079.55.45.958 N009.18.11.405 W079.55.09.044 COLOR_Coastline
N009.18.11.405 W079.55.09.044 N009.18.30.301 W079.54.32.569 COLOR_Coastline
N009.18.30.301 W079.54.32.569 N009.19.35.926 W079.54.05.763 COLOR_Coastline
N009.19.35.926 W079.54.05.763 N009.20.48.583 W079.54.00.929 COLOR_Coastline
N009.20.48.583 W079.54.00.929 N009.21.23.153 W079.53.40.860 COLOR_Coastline
N009.21.23.153 W079.53.40.860 N009.20.35.399 W079.52.29.522 COLOR_Coastline
N009.20.35.399 W079.52.29.522 N009.21.05.868 W079.52.37.432 COLOR_Coastline
N009.21.05.868 W079.52.37.432 N009.22.07.684 W079.52.46.222 COLOR_Coastline
N009.22.07.684 W079.52.46.222 N009.22.38.153 W079.52.54.132 COLOR_Coastline
N009.22.38.153 W079.52.54.132 N009.22.31.561 W079.52.45.489 COLOR_Coastline
N009.22.31.561 W079.52.45.489 N009.22.15.887 W079.52.29.522 COLOR_Coastline
N009.22.15.887 W079.52.29.522 N009.22.38.153 W079.52.04.913 COLOR_Coastline
N009.22.38.153 W079.52.04.913 N009.23.40.705 W079.52.49.446 COLOR_Coastline
N009.23.40.705 W079.52.49.446 N009.24.15.137 W079.52.16.362 COLOR_Coastline
N009.24.15.137 W079.52.16.362 N009.23.56.701 W079.51.35.230 COLOR_Coastline
N009.23.56.701 W079.51.35.230 N009.24.02.553 W079.50.27.233 COLOR_Coastline
N009.24.02.553 W079.50.27.233 N009.23.27.715 W079.49.07.043 COLOR_Coastline
N009.23.27.715 W079.49.07.043 N009.21.38.827 W079.48.01.309 COLOR_Coastline
N009.21.38.827 W079.48.01.309 N009.20.57.665 W079.47.34.649 COLOR_Coastline
N009.20.57.665 W079.47.34.649 N009.22.16.620 W079.47.49.151 COLOR_Coastline
N009.22.16.620 W079.47.49.151 N009.23.11.991 W079.48.07.755 COLOR_Coastline
N009.23.11.991 W079.48.07.755 N009.24.02.089 W079.48.09.806 COLOR_Coastline
N009.24.02.089 W079.48.09.806 N009.25.05.516 W079.47.34.649 COLOR_Coastline
N009.25.05.516 W079.47.34.649 N009.25.53.710 W079.46.41.329 COLOR_Coastline
N009.25.53.710 W079.46.41.329 N009.26.33.114 W079.44.53.809 COLOR_Coastline
N009.26.33.114 W079.44.53.809 N009.27.10.907 W079.43.53.458 COLOR_Coastline
N009.27.10.907 W079.43.53.458 N009.27.21.454 W079.43.45.694 COLOR_Coastline
N009.27.21.454 W079.43.45.694 N009.27.48.114 W079.43.35.880 COLOR_Coastline
N009.27.48.114 W079.43.35.880 N009.28.00.126 W079.43.28.995 COLOR_Coastline
N009.28.00.126 W079.43.28.995 N009.28.09.208 W079.43.16.690 COLOR_Coastline
N009.28.09.208 W079.43.16.690 N009.28.47.442 W079.42.52.756 COLOR_Coastline
N009.28.47.442 W079.42.52.756 N009.29.07.655 W079.42.19.666 COLOR_Coastline
N009.29.07.655 W079.42.19.666 N009.29.44.878 W079.41.26.267 COLOR_Coastline
N009.29.44.878 W079.41.26.267 N009.31.17.321 W079.41.03.419 COLOR_Coastline
N009.31.17.321 W079.41.03.419 N009.32.44.187 W079.40.38.549 COLOR_Coastline
N009.32.44.187 W079.40.38.549 N009.33.08.545 W079.39.34.859 COLOR_Coastline
N009.33.08.545 W079.39.34.859 N009.33.34.898 W079.39.05.985 COLOR_Coastline
N009.33.34.898 W079.39.05.985 N009.33.53.866 W079.39.23.345 COLOR_Coastline
N009.33.53.866 W079.39.23.345 N009.33.38.888 W079.40.03.793 COLOR_Coastline
N009.33.38.888 W079.40.03.793 N009.33.30.301 W079.40.35.411 COLOR_Coastline
N009.33.30.301 W079.40.35.411 N009.33.52.296 W079.40.55.768 COLOR_Coastline
N009.33.52.296 W079.40.55.768 N009.34.07.343 W079.40.32.635 COLOR_Coastline
N009.34.07.343 W079.40.32.635 N009.34.22.392 W079.40.11.436 COLOR_Coastline
N009.34.22.392 W079.40.11.436 N009.35.00.132 W079.39.52.145 COLOR_Coastline
N009.35.00.132 W079.39.52.145 N009.35.22.583 W079.39.00.112 COLOR_Coastline
N009.35.22.583 W079.39.00.112 N009.35.54.631 W079.38.19.871 COLOR_Coastline
N009.35.54.631 W079.38.19.871 N009.36.30.505 W079.37.49.207 COLOR_Coastline
N009.36.30.505 W079.37.49.207 N009.36.49.200 W079.36.43.957 COLOR_Coastline
N009.36.49.200 W079.36.43.957 N009.36.41.477 W079.35.46.474 COLOR_Coastline
N009.36.41.477 W079.35.46.474 N009.37.04.044 W079.34.35.576 COLOR_Coastline
N009.37.04.044 W079.34.35.576 N009.37.45.453 W079.33.03.487 COLOR_Coastline
N009.37.45.453 W079.33.03.487 N009.37.27.606 W079.31.58.321 COLOR_Coastline
N009.37.27.606 W079.31.58.321 N009.36.44.833 W079.31.40.743 COLOR_Coastline
N009.36.44.833 W079.31.40.743 N009.36.10.262 W079.31.21.407 COLOR_Coastline
N009.36.10.262 W079.31.21.407 N009.35.43.016 W079.31.20.821 COLOR_Coastline
N009.35.43.016 W079.31.20.821 N009.35.22.362 W079.31.58.321 COLOR_Coastline
N009.35.22.362 W079.31.58.321 N009.34.59.950 W079.31.58.321 COLOR_Coastline
N009.34.59.950 W079.31.58.321 N009.34.44.569 W079.31.23.018 COLOR_Coastline
N009.34.44.569 W079.31.23.018 N009.34.36.219 W079.31.22.140 COLOR_Coastline
N009.34.36.219 W079.31.22.140 N009.34.08.680 W079.31.09.102 COLOR_Coastline
N009.34.08.680 W079.31.09.102 N009.34.20.985 W079.30.51.524 COLOR_Coastline
N009.34.20.985 W079.30.51.524 N009.34.28.309 W079.30.38.634 COLOR_Coastline
N009.34.28.309 W079.30.38.634 N009.34.38.563 W079.30.28.380 COLOR_Coastline
N009.34.38.563 W079.30.28.380 N009.34.59.950 W079.30.17.979 COLOR_Coastline
N009.34.59.950 W079.30.17.979 N009.34.59.950 W079.29.53.370 COLOR_Coastline
N009.34.59.950 W079.29.53.370 N009.34.43.251 W079.29.31.251 COLOR_Coastline
N009.34.43.251 W079.29.31.251 N009.34.30.067 W079.29.01.954 COLOR_Coastline
N009.34.30.067 W079.29.01.954 N009.34.08.680 W079.27.50.323 COLOR_Coastline
N009.34.08.680 W079.27.50.323 N009.34.39.735 W079.27.48.565 COLOR_Coastline
N009.34.39.735 W079.27.48.565 N009.35.46.971 W079.27.23.516 COLOR_Coastline
N009.35.46.971 W079.27.23.516 N009.35.14.598 W079.27.04.474 COLOR_Coastline
N009.35.14.598 W079.27.04.474 N009.35.01.708 W079.26.40.450 COLOR_Coastline
N009.35.01.708 W079.26.40.450 N009.35.04.930 W079.26.14.083 COLOR_Coastline
N009.35.04.930 W079.26.14.083 N009.35.22.362 W079.25.47.423 COLOR_Coastline
N009.35.22.362 W079.25.47.423 N009.34.49.807 W079.23.30.812 COLOR_Coastline
N009.34.49.807 W079.23.30.812 N009.34.27.693 W079.20.09.766 COLOR_Coastline
N009.34.27.693 W079.20.09.766 N009.33.25.277 W079.16.21.899 COLOR_Coastline
N009.33.25.277 W079.16.21.899 N009.32.43.854 W079.14.22.952 COLOR_Coastline
N009.32.43.854 W079.14.22.952 N009.32.22.568 W079.11.37.526 COLOR_Coastline
N009.32.22.568 W079.11.37.526 N009.32.57.853 W079.10.30.013 COLOR_Coastline
N009.32.57.853 W079.10.30.013 N009.33.17.838 W079.09.22.588 COLOR_Coastline
N009.33.17.838 W079.09.22.588 N009.33.12.257 W079.07.59.794 COLOR_Coastline
N009.33.12.257 W079.07.59.794 N009.33.06.803 W079.06.57.732 COLOR_Coastline
N009.33.06.803 W079.06.57.732 N009.33.21.716 W079.05.55.578 COLOR_Coastline
N009.33.21.716 W079.05.55.578 N009.33.41.686 W079.04.48.240 COLOR_Coastline
N009.33.41.686 W079.04.48.240 N009.33.51.188 W079.02.54.440 COLOR_Coastline
N009.33.51.188 W079.02.54.440 N009.34.12.812 W079.00.46.447 COLOR_Coastline
N009.34.12.812 W079.00.46.447 N009.34.23.928 W078.58.14.099 COLOR_Coastline
N009.34.23.928 W078.58.14.099 N009.33.55.021 W078.57.26.321 COLOR_Coastline
N009.33.55.021 W078.57.26.321 N009.33.14.517 W078.57.26.505 COLOR_Coastline
N009.33.14.517 W078.57.26.505 N009.32.41.048 W078.58.28.245 COLOR_Coastline
N009.32.41.048 W078.58.28.245 N009.32.49.688 W078.59.12.690 COLOR_Coastline
N009.32.49.688 W078.59.12.690 N009.32.22.850 W078.59.48.736 COLOR_Coastline
N009.32.22.850 W078.59.48.736 N009.32.19.652 W079.00.28.102 COLOR_Coastline
N009.32.19.652 W079.00.28.102 N009.32.06.613 W079.02.17.630 COLOR_Coastline
N009.32.06.613 W079.02.17.630 N009.31.55.052 W079.03.17.544 COLOR_Coastline
N009.31.55.052 W079.03.17.544 N009.30.49.393 W079.03.57.092 COLOR_Coastline
N009.30.49.393 W079.03.57.092 N009.29.25.052 W079.03.47.347 COLOR_Coastline
N009.29.25.052 W079.03.47.347 N009.27.28.553 W079.03.29.016 COLOR_Coastline
N009.27.28.553 W079.03.29.016 N009.27.08.041 W079.02.25.793 COLOR_Coastline
N009.27.08.041 W079.02.25.793 N009.27.21.290 W079.01.27.565 COLOR_Coastline
N009.27.21.290 W079.01.27.565 N009.27.04.260 W079.00.50.005 COLOR_Coastline
N009.27.04.260 W079.00.50.005 N009.27.12.496 W079.00.03.779 COLOR_Coastline
N009.27.12.496 W079.00.03.779 N009.27.19.042 W078.59.17.564 COLOR_Coastline
N009.27.19.042 W078.59.17.564 N009.27.25.617 W078.58.38.198 COLOR_Coastline
N009.27.25.617 W078.58.38.198 N009.27.17.010 W078.57.58.904 COLOR_Coastline
N009.27.17.010 W078.57.58.904 N009.27.16.787 W078.57.09.324 COLOR_Coastline
N009.27.16.787 W078.57.09.324 N009.26.51.203 W078.56.06.181 COLOR_Coastline
N009.26.51.203 W078.56.06.181 N009.26.39.232 W078.55.28.627 COLOR_Coastline
N009.26.39.232 W078.55.28.627 N009.26.12.606 W078.54.56.446 COLOR_Coastline
N009.26.12.606 W078.54.56.446 N009.25.50.926 W078.54.29.054 COLOR_Coastline
N009.25.50.926 W078.54.29.054 N009.25.22.508 W078.54.11.915 COLOR_Coastline
N009.25.22.508 W078.54.11.915 N009.25.27.916 W078.53.44.676 COLOR_Coastline
N009.25.27.916 W078.53.44.676 N009.25.31.062 W078.52.58.487 COLOR_Coastline
N009.25.31.062 W078.52.58.487 N009.25.29.238 W078.52.29.428 COLOR_Coastline
N009.25.29.238 W078.52.29.428 N009.25.20.633 W078.51.53.562 COLOR_Coastline
N009.25.20.633 W078.51.53.562 N009.25.25.514 W078.51.09.159 COLOR_Coastline
N009.25.25.514 W078.51.09.159 N009.25.59.104 W078.50.50.049 COLOR_Coastline
N009.25.59.104 W078.50.50.049 N009.26.07.384 W078.50.10.809 COLOR_Coastline
N009.26.07.384 W078.50.10.809 N009.25.51.890 W078.49.04.241 COLOR_Coastline
N009.25.51.890 W078.49.04.241 N009.26.11.654 W078.47.21.783 COLOR_Coastline
N009.26.11.654 W078.47.21.783 N009.26.45.175 W078.46.52.091 COLOR_Coastline
N009.26.45.175 W078.46.52.091 N009.26.33.079 W078.45.50.779 COLOR_Coastline
N009.26.33.079 W078.45.50.779 N009.26.39.602 W078.45.09.537 COLOR_Coastline
N009.26.39.602 W078.45.09.537 N009.26.54.560 W078.44.29.742 COLOR_Coastline
N009.26.54.560 W078.44.29.742 N009.27.17.941 W078.43.41.602 COLOR_Coastline
N009.27.17.941 W078.43.41.602 N009.26.30.624 W078.43.04.386 COLOR_Coastline
N009.26.30.624 W078.43.04.386 N009.26.03.335 W078.42.05.965 COLOR_Coastline
N009.26.03.335 W078.42.05.965 N009.26.07.993 W078.41.19.929 COLOR_Coastline
N009.26.07.993 W078.41.19.929 N009.25.35.394 W078.39.20.161 COLOR_Coastline
N009.25.35.394 W078.39.20.161 N009.25.43.440 W078.37.59.753 COLOR_Coastline
N009.25.43.440 W078.37.59.753 N009.25.07.772 W078.37.12.099 COLOR_Coastline
N009.25.07.772 W078.37.12.099 N009.24.59.019 W078.36.14.039 COLOR_Coastline
N009.24.59.019 W078.36.14.039 N009.25.20.648 W078.35.22.637 COLOR_Coastline
N009.25.20.648 W078.35.22.637 N009.25.54.834 W078.34.41.115 COLOR_Coastline
N009.25.54.834 W078.34.41.115 N009.26.16.945 W078.33.40.746 COLOR_Coastline
N009.26.16.945 W078.33.40.746 N009.26.03.733 W078.32.47.067 COLOR_Coastline
N009.26.03.733 W078.32.47.067 N009.25.17.411 W078.31.37.642 COLOR_Coastline
N009.25.17.411 W078.31.37.642 N009.24.57.571 W078.30.46.152 COLOR_Coastline
N009.24.57.571 W078.30.46.152 N009.24.57.610 W078.28.47.603 COLOR_Coastline
N009.24.57.610 W078.28.47.603 N009.24.16.590 W078.27.48.419 COLOR_Coastline
N009.24.16.590 W078.27.48.419 N009.24.31.800 W078.27.09.384 COLOR_Coastline
N009.24.31.800 W078.27.09.384 N009.24.15.664 W078.26.15.765 COLOR_Coastline
N009.24.15.664 W078.26.15.765 N009.23.38.025 W078.25.38.141 COLOR_Coastline
N009.23.38.025 W078.25.38.141 N009.23.03.515 W078.24.57.425 COLOR_Coastline
N009.23.03.515 W078.24.57.425 N009.22.18.656 W078.23.19.431 COLOR_Coastline
N009.22.18.656 W078.23.19.431 N009.21.56.700 W078.22.41.958 COLOR_Coastline
N009.21.56.700 W078.22.41.958 N009.21.40.315 W078.21.51.208 COLOR_Coastline
N009.21.40.315 W078.21.51.208 N009.21.21.624 W078.20.18.021 COLOR_Coastline
N009.21.21.624 W078.20.18.021 N009.20.40.784 W078.19.03.044 COLOR_Coastline
N009.20.40.784 W078.19.03.044 N009.19.59.929 W078.18.09.817 COLOR_Coastline
N009.19.59.929 W078.18.09.817 N009.19.34.634 W078.17.13.460 COLOR_Coastline
N009.19.34.634 W078.17.13.460 N009.19.18.764 W078.16.38.951 COLOR_Coastline
N009.19.18.764 W078.16.38.951 N009.19.15.395 W078.16.04.480 COLOR_Coastline
N009.19.15.395 W078.16.04.480 N009.19.02.603 W078.15.17.502 COLOR_Coastline
N009.19.02.603 W078.15.17.502 N009.18.34.363 W078.14.30.687 COLOR_Coastline
N009.18.34.363 W078.14.30.687 N009.18.02.908 W078.13.34.451 COLOR_Coastline
N009.18.02.908 W078.13.34.451 N009.17.25.208 W078.12.28.889 COLOR_Coastline
N009.17.25.208 W078.12.28.889 N009.17.15.399 W078.11.32.474 COLOR_Coastline
N009.17.15.399 W078.11.32.474 N009.17.24.212 W078.10.35.955 COLOR_Coastline
N009.17.24.212 W078.10.35.955 N009.17.11.461 W078.10.01.511 COLOR_Coastline
N009.17.11.461 W078.10.01.511 N009.16.46.168 W078.09.17.721 COLOR_Coastline
N009.16.46.168 W078.09.17.721 N009.16.39.754 W078.08.30.860 COLOR_Coastline
N009.16.39.754 W078.08.30.860 N009.15.58.913 W078.07.25.345 COLOR_Coastline
N009.15.58.913 W078.07.25.345 N009.15.13.719 W078.06.50.411 COLOR_Coastline
N009.15.13.719 W078.06.50.411 N009.14.52.741 W078.05.17.373 COLOR_Coastline
N009.14.52.741 W078.05.17.373 N009.14.36.377 W078.03.21.572 COLOR_Coastline
N009.14.36.377 W078.03.21.572 N009.14.11.010 W078.02.12.844 COLOR_Coastline
N009.14.11.010 W078.02.12.844 N009.13.35.282 W078.01.28.438 COLOR_Coastline
N009.13.35.282 W078.01.28.438 N009.12.48.993 W078.01.14.962 COLOR_Coastline
N009.12.48.993 W078.01.14.962 N009.11.26.962 W077.59.57.325 COLOR_Coastline
N009.11.26.962 W077.59.57.325 N009.11.20.040 W077.59.10.517 COLOR_Coastline
N009.11.20.040 W077.59.10.517 N009.10.50.194 W077.58.07.169 COLOR_Coastline
N009.10.50.194 W077.58.07.169 N009.08.34.400 W077.56.07.472 COLOR_Coastline
N009.08.34.400 W077.56.07.472 N009.06.59.774 W077.55.06.700 COLOR_Coastline
N009.06.59.774 W077.55.06.700 N009.05.57.518 W077.54.18.102 COLOR_Coastline
N009.05.57.518 W077.54.18.102 N009.04.37.968 W077.53.24.548 COLOR_Coastline
N009.04.37.968 W077.53.24.548 N009.03.15.446 W077.51.20.677 COLOR_Coastline
N009.03.15.446 W077.51.20.677 N009.04.05.128 W077.51.39.018 COLOR_Coastline
N009.04.05.128 W077.51.39.018 N009.04.48.964 W077.51.54.806 COLOR_Coastline
N009.04.48.964 W077.51.54.806 N009.06.12.797 W077.52.35.192 COLOR_Coastline
N009.06.12.797 W077.52.35.192 N009.07.07.995 W077.52.39.580 COLOR_Coastline
N009.07.07.995 W077.52.39.580 N009.06.37.508 W077.51.36.349 COLOR_Coastline
N009.06.37.508 W077.51.36.349 N009.05.15.209 W077.50.50.132 COLOR_Coastline
N009.05.15.209 W077.50.50.132 N009.04.35.406 W077.50.21.100 COLOR_Coastline
N009.04.35.406 W077.50.21.100 N009.03.28.942 W077.48.42.714 COLOR_Coastline
N009.03.28.942 W077.48.42.714 N009.02.07.199 W077.48.29.420 COLOR_Coastline
N009.02.07.199 W077.48.29.420 N009.01.27.350 W077.47.53.659 COLOR_Coastline
N009.01.27.350 W077.47.53.659 N009.01.00.737 W077.47.08.930 COLOR_Coastline
N009.01.00.737 W077.47.08.930 N009.00.14.305 W077.46.14.669 COLOR_Coastline
N009.00.14.305 W077.46.14.669 N008.59.32.411 W077.46.02.071 COLOR_Coastline
N008.59.32.411 W077.46.02.071 N008.58.53.446 W077.45.30.724 COLOR_Coastline
N008.58.53.446 W077.45.30.724 N008.58.21.219 W077.44.51.173 COLOR_Coastline
N008.58.21.219 W077.44.51.173 N008.57.48.875 W077.44.39.897 COLOR_Coastline
N008.57.48.875 W077.44.39.897 N008.56.44.371 W077.45.15.141 COLOR_Coastline
N008.56.44.371 W077.45.15.141 N008.55.24.559 W077.44.05.030 COLOR_Coastline
N008.55.24.559 W077.44.05.030 N008.53.32.245 W077.43.14.780 COLOR_Coastline
N008.53.32.245 W077.43.14.780 N008.52.52.615 W077.42.37.155 COLOR_Coastline
N008.52.52.615 W077.42.37.155 N008.53.21.335 W077.42.03.802 COLOR_Coastline
N008.53.21.335 W077.42.03.802 N008.53.14.735 W077.41.48.253 COLOR_Coastline
N008.53.14.735 W077.41.48.253 N008.52.23.949 W077.41.43.871 COLOR_Coastline
N008.52.23.949 W077.41.43.871 N008.51.41.862 W077.40.34.653 COLOR_Coastline
N008.51.41.862 W077.40.34.653 N008.50.35.520 W077.39.21.067 COLOR_Coastline
N008.50.35.520 W077.39.21.067 N008.49.02.821 W077.38.00.431 COLOR_Coastline
N008.49.02.821 W077.38.00.431 N008.48.31.473 W077.36.51.583 COLOR_Coastline
N008.48.31.473 W077.36.51.583 N008.49.01.063 W077.37.10.040 COLOR_Coastline
N008.49.01.063 W077.37.10.040 N008.49.23.329 W077.37.33.770 COLOR_Coastline
N008.49.23.329 W077.37.33.770 N008.49.47.645 W077.37.54.278 COLOR_Coastline
N008.49.47.645 W077.37.54.278 N008.50.23.241 W077.38.03.067 COLOR_Coastline
N008.50.23.241 W077.38.03.067 N008.50.40.087 W077.37.44.610 COLOR_Coastline
N008.50.40.087 W077.37.44.610 N008.50.06.688 W077.37.04.766 COLOR_Coastline
N008.50.06.688 W077.37.04.766 N008.49.19.813 W077.36.26.681 COLOR_Coastline
N008.49.19.813 W077.36.26.681 N008.48.56.083 W077.36.13.790 COLOR_Coastline
N008.48.56.083 W077.36.13.790 N008.47.33.915 W077.34.26.662 COLOR_Coastline
N008.47.33.915 W077.34.26.662 N008.46.30.109 W077.34.40.345 COLOR_Coastline
N008.46.30.109 W077.34.40.345 N008.45.34.947 W077.33.33.632 COLOR_Coastline
N008.45.34.947 W077.33.33.632 N008.46.36.322 W077.33.13.041 COLOR_Coastline
N008.46.36.322 W077.33.13.041 N008.46.29.587 W077.32.37.279 COLOR_Coastline
N008.46.29.587 W077.32.37.279 N008.45.27.882 W077.32.06.358 COLOR_Coastline
N008.45.27.882 W077.32.06.358 N008.44.28.733 W077.32.18.034 COLOR_Coastline
N008.44.28.733 W077.32.18.034 N008.43.33.884 W077.32.25.045 COLOR_Coastline
N008.43.33.884 W077.32.25.045 N008.42.52.573 W077.32.41.098 COLOR_Coastline
N008.42.52.573 W077.32.41.098 N008.42.11.526 W077.31.55.694 COLOR_Coastline
N008.42.11.526 W077.31.55.694 N008.40.54.589 W077.30.02.599 COLOR_Coastline
N008.40.54.589 W077.30.02.599 N008.40.11.669 W077.28.37.052 COLOR_Coastline
N008.40.11.669 W077.28.37.052 N008.39.51.747 W077.26.39.132 COLOR_Coastline
N008.39.51.747 W077.26.39.132 N008.40.00.096 W077.24.47.511 COLOR_Coastline
N008.40.00.096 W077.24.47.511 N008.40.42.284 W077.23.40.567 COLOR_Coastline
N008.40.42.284 W077.23.40.567 N008.40.24.706 W077.23.26.505 COLOR_Coastline
N008.40.24.706 W077.23.26.505 N008.40.10.497 W077.23.08.927 COLOR_Coastline
N008.40.10.497 W077.23.08.927 N008.39.59.950 W077.22.48.126 COLOR_Coastline
N008.39.59.950 W077.22.48.126 N008.39.53.065 W077.22.24.688 COLOR_Coastline
N008.39.53.065 W077.22.24.688 N008.40.09.618 W077.22.23.370 COLOR_Coastline
N008.40.09.618 W077.22.23.370 N008.40.19.872 W077.22.17.218 COLOR_Coastline
N008.40.19.872 W077.22.17.218 N008.40.29.100 W077.22.08.282 COLOR_Coastline
N008.40.29.100 W077.22.08.282 N008.40.42.284 W077.22.00.079 COLOR_Coastline
N008.40.42.284 W077.22.00.079 N008.40.09.618 W077.21.06.026 COLOR_Coastline
N008.40.09.618 W077.21.06.026 N008.37.56.903 W077.20.28.966 COLOR_Coastline
N008.37.56.903 W077.20.28.966 N008.36.48.641 W077.19.46.046 COLOR_Coastline
N008.36.48.641 W077.19.46.046 N008.36.04.989 W077.19.01.661 COLOR_Coastline
N008.36.04.989 W077.19.01.661 N008.35.20.458 W077.18.25.626 COLOR_Coastline
N008.35.20.458 W077.18.25.626 N008.34.27.430 W077.17.55.743 COLOR_Coastline
N008.34.27.430 W077.17.55.743 N008.33.19.755 W077.17.29.815 COLOR_Coastline
N008.33.19.755 W077.17.29.815 N008.31.00.448 W077.16.59.493 COLOR_Coastline
N008.31.00.448 W077.16.59.493 N008.29.44.862 W077.16.29.024 COLOR_Coastline
N008.29.44.862 W077.16.29.024 N008.27.06.659 W077.12.34.649 COLOR_Coastline
N008.27.06.659 W077.12.34.649 N008.25.54.149 W077.09.33.009 COLOR_Coastline
N008.25.54.149 W077.09.33.009 N008.25.15.917 W077.08.39.981 COLOR_Coastline
N008.25.15.917 W077.08.39.981 N008.24.30.214 W077.08.01.016 COLOR_Coastline
N008.24.30.214 W077.08.01.016 N008.16.34.725 W077.03.10.099 COLOR_Coastline
N008.16.34.725 W077.03.10.099 N008.15.35.985 W077.01.53.634 COLOR_Coastline
